licence_num,使用分區,其他基地面積,原建照,地上層數,地上避難面積,地下層數,地下避難面積,工程造價,幢數,建物高度,建築面積,建造類別,戶數,棟數,構造種類,法定空地面積,發照日期,竣工日期,簷高,開工日期,騎樓基地面積
103使字第0149號,商4,240,101建字第0226號,7,0,2,146.89,1377.0,1,21.13,146.89,新建,16,1,RC造,93.11,2014-06-18,2014-03-28,,2012-10-05,0
103使字第0150號,住3,237,100建字第0315號,7,0,1,106.62,939.0,1,25.9,106.62,新建,16,1,RC造,130.38,2014-06-18,2014-03-04,,2012-06-19,
103使字第0151號,住3,2460,101建字第0112號,14,0,4,1714.55,21708.0,1,48.6,884,新建,78,2,RC造,1353,2014-06-19,2013-12-09,48.45,2012-05-10,0
103使字第0152號,住3－1,425,100建字第0017號,12,0,3,0,3456.0,1,43.8,191.25,新建,15,1,RC造,233.75,2014-06-19,2014-04-17,,2011-10-07,0
103使字第0153號,住3,209.53,101建字第0013號,7,0,1,146.43,858.0,1,24.2,94.24,新建,11,1,RC造,115.24,2014-06-19,2014-04-10,,2012-09-25,0
103使字第0154號,保護區,487.64,099建字第0291號,2,0,0,0,102.0,1,6.73,73.08,新建,1,1,RC造,414.49,2014-06-24,2012-06-27,,2011-01-28,0
103使字第0155號,農業區,1500,102建字第0183號,1,0,0,0,255.0,2,6.8,525.87,新建,1,2,鋼骨造,974.13,2014-06-24,2014-05-13,,2013-09-27,0
103使字第0156號,住3,263,101建字第0116號,7,0,3,120.87,1683.0,1,26.4,118.23,新建,12,1,RC造,144.65,2014-06-30,2014-04-17,,2012-06-29,
103使字第0157號,住貳山限,2875.48,099建字第0441號,5,0,1,0,2555.0,1,17.5,500.45,新建,12,1,RC造,965.4,2014-07-01,2014-03-12,,2011-08-18,0
103使字第0158號,住4,199,100建字第0291號,7,0,2,146.44,969.0,1,21.2,98.24,新建,7,1,RC造,100.76,2014-07-01,2014-02-21,,2012-04-30,0
103使字第0159號,住2,269,101建字第0252號,3,0,0,0,209.0,0,10.9,93.93,新建,1,1,RC造,174.45,2014-07-02,2014-03-04,,2012-12-07,0
103使字第0160號,第四種商業區(原屬住三),528,099建字第0439號,7,0,1,264.35,2171.0,1,28.35,260.34,新建,22,1,RC造,264,2014-07-03,2014-05-21,,2011-08-12,0
103使字第0161號,聯合開發區(捷),4277.9,089建字第0241號,18,0,5,3277.16,62444.0,1,80.7,1553.93,新建,30,1,鋼骨RC造,2010.35,2014-07-03,2014-01-21,,2007-11-30,171.01
103使字第0162號,住3,252,100建字第0141號,7,0,1,114.15,1089.0,1,28.5,112.4,新建,6,1,RC造,138.6,2014-07-07,2014-03-11,,2012-02-10,0
103使字第0163號,第三種商業區(原屬商二)、住3,389.71,100建字第0065號,10,0,2,400.33,3911.0,1,40.6,276.66,新建,1,1,RC造,149.84,2014-07-07,2014-03-17,,2011-08-30,53.29
103使字第0164號,第三種住宅,159,100建字第0190號,6,0,1,82.99,584.0,1,19.65,71.53,新建,6,1,RC造,87.45,2014-07-08,2013-09-13,,2012-03-01,0
103使字第0165號,社會福利設施用地,965,100建字第0230號,7,0,2,555.87,3790.0,1,25.3,415.47,新建,1,1,RC造,527.49,2014-07-08,2013-10-31,,2012-04-05,0
103使字第0166號,科技工業區(D區),1123.84,101建字第0066號,7,0,3,561.81,4913.0,1,29.9,437.51,新建,7,1,RC造,674.3,2014-07-10,2014-03-31,,2012-07-17,0
103使字第0167號,商3,50097,101雜字第0018號,0,,0,,852.0,0,,,新建,0,0,鋼骨造,28734.17,2014-07-11,2014-06-18,,2013-02-06,0
103使字第0168號,商業區（供商務設施使用）,13380.68,098建字第0165號,30,0,5,7423.3,222070.0,1,137.5,6922.08,新建,3,1,RC造、鋼骨造,4455.77,2014-02-14,2013-09-12,133.9,2009-04-17,0
103使字第0169號,商3,50097,102雜字第0004號,0,,0,,5056.0,0,,,新建,0,0,鋼骨造,28734.17,2014-07-11,2014-06-18,,2013-04-22,0
103使字第0170號,科技工業區(B區),2373.75,100建字第0237號,5,0,4,1304.91,8233.0,1,19.3,1062.12,新建,6,1,RC造,1305.56,2014-07-18,2013-12-19,,2012-01-30,0
103使字第0171號,住3,430,100建字第0062號,12,0,3,346.52,3689.0,1,36.45,189.42,新建,24,1,RC造,240.58,2014-07-24,2014-01-27,,2011-10-18,0
103使字第0172號,商一(原屬住三),838.5,098建字第0013號,13,0,4,752.73,9325.0,1,47.14,396.46,新建,26,1,RC造,486.75,2014-07-25,2013-11-07,,2009-09-11,46.5
103使字第0173號,第三種住宅,544,101建字第0015號,9,0,2,0,3030.0,1,33.8,244.77,新建,13,1,RC造,299.23,2014-07-30,2014-04-28,,2012-05-25,0
103使字第0174號,大稻埕歷史風貌特定專用區特(三)、(四),413,098建字第0383號,3,0,0,0,500.0,0,13.88,333.21,修建,1,1,加強磚造、輕鋼架造,65.1,2014-07-31,2012-02-09,,2009-12-23,21
103使字第0175號,市場用地,3785.37,101建字第0060號,3,0,1,2238.65,335.0,1,12.15,2230.72,增建,3,1,RC造、鋼骨RC造,1514.15,2014-08-01,2013-05-14,,2012-07-12,0
103使字第0176號,一般住宅區,1050.2,098建字第0475號,10,0,3,623.89,5415.0,1,36.05,327.63,新建,17,1,RC造,682.63,2014-08-01,2014-04-16,,2009-08-24,0
103使字第0177號,動物園用地（公共設施用地）,10662.78,102雜字第0011號,0,,0,,132.0,0,11,0,改建,0,0,鋼柱、鋼纜造、RC造,0,2014-08-01,2014-04-11,,2013-08-27,0
103使字第0178號,私立德明商業專科學校用地、住3,36769,102雜字第0018號,0,,0,,10.0,0,2.1,0,新建,0,0,RC造,22061.4,2014-08-01,2014-06-16,,2014-03-05,
103使字第0179號,第二種工業區,258,100建字第0080號,4,0,0,0,811.0,1,18.4,115.55,新建,1,1,鋼骨造,141.9,2014-08-04,2013-11-18,,2011-11-30,0
103使字第0180號,住3,1200,100建字第0221號,12,0,3,537.86,8725.0,1,40.3,529.72,新建,19,1,RC造,660,2014-08-05,2014-03-26,40.15,2012-01-31,0
103使字第0181號,住3,111,097建字第0536號,5,0,1,0,226.0,0,18.75,48.82,新建,1,1,RC造,62.18,2014-08-05,2012-01-17,,2009-07-03,0
103使字第0182號,住3,695,099建字第0407號,11,0,2,379.47,3544.0,1,39,312.68,新建,35,1,RC造,382.32,2014-08-05,2014-04-11,,2011-04-13,0
103使字第0183號,商3,780.96,100建字第0329號,19,0,3,826.28,15830.0,1,62.5,504.25,新建,74,1,RC造,334.24,2014-08-05,2014-06-03,,2012-07-10,253.04
103使字第0184號,住3,523,101建字第0003號,7,0,1,443.26,1976.0,1,21.3,235.28,新建,7,1,RC造,287.65,2014-08-06,2014-06-18,,2012-09-06,0
103使字第0185號,商三特(原屬商二，住三),733.18,101建字第0201號,21,0,5,0,21210.0,1,78.3,711,新建,41,1,鋼骨RC造,338.12,2014-08-07,2014-06-25,,2012-08-24,316.82
103使字第0186號,住2,574,101建字第0007號,5,0,2,0,1048.0,1,17.5,181.97,新建,4,1,RC造,373.1,2014-08-07,2014-04-11,,2013-02-01,0
103使字第0187號,住3及住2,1729,101建字第0062號,13,0,2,675.52,8662.0,1,47.2,654.63,新建,45,3,RC造,970.45,2014-08-08,2014-05-23,,2012-06-11,0
103使字第0188號,住3,3775,095建字第0367號,19,0,4,2725.45,37004.0,1,71.2,1207.44,新建,35,1,鋼骨造,2076.25,2014-08-11,2014-06-19,,2007-06-12,0
103使字第0189號,學校用地(公共設施用地),21203,057工營字第0684號,2,,0,,0.0,3,7.75,296.96,新建,1,3,RC造,12721.8,2014-08-11,,,,
103使字第0190號,住3,139.11,100建字第0256號,7,0,2,99.39,615.0,1,21,69.53,新建,7,1,RC造,70,2014-08-12,2014-02-13,,2011-12-21,0
103使字第0191號,住2,550.1,099建字第0207號,5,0,1,0,1134.0,1,17.5,192.51,新建,8,1,RC造,357.56,2014-08-13,2014-01-16,,2011-06-17,0
103使字第0192號,國小用地,13592,102建字第0135號,4,0,0,0,47.0,1,15.1,14.98,新建,1,1,RC造,8155.2,2014-08-14,2014-06-24,,2013-07-15,0
103使字第0193號,動物園用地（公共設施用地）,1654908,102雜字第0025號,0,,0,,43.0,0,3,54.61,新建,0,0,不銹鋼造,0,2014-08-14,,,,
103使字第0194號,特定專用區(三)(供特定住宅使用),75.78,098建字第0353號,2,0,0,0,82.0,1,8.19,71.44,修建,1,1,加強磚造、局部鋼構,30.31,2014-08-15,2011-12-02,,2010-04-29,7.22
103使字第0195號,住3,790.32,100建字第0251號,9,0,3,723.51,5924.0,0,30.2,355.64,新建,17,1,RC造,434.68,2014-08-15,2014-06-03,,2012-02-22,0
103使字第0196號,住3,473.08,098建字第0160號,13,0,2,280.87,2265.0,1,42.4,112.72,新建,11,1,RC造,360.36,2014-08-19,2014-04-17,,2009-12-14,0
103使字第0197號,第一種商業區(原屬第三之一種住宅區),340.06,100建字第0076號,9,,2,323.78,2968.0,1,35.6,279.97,新建,8,1,RC造,187.03,2014-08-19,2014-03-21,,2011-12-08,126.94
103使字第0198號,住3,122,101建字第0219號,7,0,1,0,509.0,0,25.4,54.85,新建,18,1,RC造,67.15,2014-08-19,2014-05-22,,2013-01-08,0
103使字第0199號,住3,1300.27,099建字第0117號,11,0,3,1240.6,12570.0,1,36.4,657.17,新建,63,1,RC造,643.1,2014-08-21,2014-06-26,,2011-09-01,0
103使字第0200號,工3,1043.33,100建字第0069號,10,0,2,723.94,6357.0,1,39.6,461.21,新建,17,1,RC造,469.5,2014-08-21,2014-06-20,,2011-08-30,0
103使字第0201號,行政區,1140,099建字第0472號,5,0,1,0,380.0,1,19.35,444.46,增建,1,1,鋼骨造,5161.65,2014-08-26,2013-12-24,,2011-10-18,138.32
103使字第0202號,住3,155,101建字第0240號,6,0,1,125.06,608.0,1,18.15,76.45,新建,6,1,RC造,76.54,2014-08-26,2014-05-15,,2013-03-11,0
103使字第0203號,聯合開發區(捷),2952.89,099建字第0370號,20,0,5,2077.45,74722.0,1,82.25,2041.17,新建,95,1,鋼骨造,1141.3,2014-08-26,2014-07-03,,2011-02-17,309.11
103使字第0204號,第三種商業區(原屬第三之一種住宅區)、第三種商業區(原屬第三種住宅區),1444.46,099建字第0389號,23,0,5,1355.94,24429.0,1,81.65,746.82,新建,48,1,RC造,936.39,2014-08-27,2014-04-16,,2011-04-19,425.99
103使字第0205號,大專用地,212235,094建字第0024號,2,0,0,0,2773.0,4,12.3,2687.49,新建,1,4,輕鋼架造,127341,2014-08-27,2013-07-23,,2005-08-25,0
103使字第0206號,住3,392,099建字第0386號,7,0,2,223.63,1548.0,1,21,174.47,新建,17,1,RC造,215.6,2014-08-27,2014-01-01,,2011-06-16,0
103使字第0207號,特定休閒旅館住宅專用區,4581.14,099建字第0260號,5,0,3,1508.21,6556.0,1,17.5,1081.81,新建,30,4,RC造,2026.14,2014-08-28,2014-05-23,,2011-03-17,0
103使字第0208號,保護區,1471,100建字第0122號,3,0,1,0,526.0,1,10.15,160.6,新建,1,1,RC造,882.6,2014-08-28,2013-10-16,,2011-09-21,0
103使字第0209號,工3,1063,100建字第0013號,11,0,4,904.99,10340.0,1,49.95,584.59,新建,11,1,RC造,478.41,2014-08-29,2014-04-23,,2011-10-05,0
103使字第0210號,住3及住3－1,371.63,098建字第0518號,13,0,3,220.97,5008.0,1,47.65,181.95,新建,37,1,RC造,222.38,2014-08-29,2014-06-16,,2011-10-11,64.37
103使字第0211號,住4、住3,797,101建字第0055號,13,0,3,0,10941.0,1,42.8,394.38,新建,40,2,RC造,402.6,2014-08-29,2014-07-11,,2012-08-22,77
103使字第0212號,文教區,40477,102建字第0222號,7,0,0,0,2179.0,1,22.4,494.3,新建,1,1,RC造,0,2014-08-29,2014-06-19,,2013-12-31,0
103使字第0213號,住3,449,100建字第0115號,9,0,2,0,2351.0,1,29.3,181.46,新建,0,1,RC造,245.23,2014-09-01,2014-06-10,,2011-11-07,0
103使字第0214號,機關用地(公共設施用地)(供社會福利設施、區民活動中心等使用),1501,102建字第0038號,2,0,1,0,32.0,1,7.2,8.41,增建,1,1,鋼骨造,750.5,2014-09-01,2014-02-06,,2013-08-29,0
103使字第0215號,大稻埕歷史風貌特定專用區特(三)、(四),176.46,101建字第0220號,2,0,0,0,76.0,1,9.61,41.45,新建,1,1,加強磚造,70,2014-09-01,2014-04-18,,2012-10-25,15.54
103使字第0216號,住3,347.16,099建字第0156號,7,0,3,230.13,1825.0,1,28,156.03,新建,7,1,RC造,190.94,2014-09-01,2014-03-06,,2010-10-21,0
103使字第0217號,商3,199.19,100建字第0038號,12,0,2,169.17,2374.0,1,37.5,125.42,新建,22,1,RC造,41.72,2014-09-04,2014-04-18,,2011-08-11,28.81
103使字第0218號,工2,2802.02,101建字第0002號,14,0,3,2364.99,27411.0,1,56.25,1081.58,新建,26,1,RC造,1795.2,2014-09-04,2014-06-18,,2012-03-09,461.98
103使字第0219號,住3,431,100建字第0132號,6,,2,245.63,1918.0,1,21,192.86,新建,11,1,RC造,238.14,2014-09-05,2014-07-30,,2011-10-05,0
103使字第0220號,商1,149,100建字第0033號,7,0,1,116.24,748.0,1,27.7,88.52,新建,11,1,RC造,59.6,2014-09-05,2014-05-15,,2010-06-01,0
103使字第0221號,第二種住宅區,857.57,101建字第0178號,5,0,1,0,1454.0,1,17.5,276.4,新建,11,1,RC造,557.42,2014-09-10,2014-04-18,,2012-10-09,0
103使字第0222號,商四特(原屬住三),229,098建字第0535號,8,108.02,2,,1122.0,1,28.95,101.51,新建,20,1,RC造,127.49,2014-09-10,2014-04-21,,2013-04-24,0
103使字第0223號,住3,377,101建字第0100號,9,0,2,266.78,2162.0,1,33,167.8,新建,31,1,RC造,205.14,2014-09-11,2014-07-09,,2012-11-09,0
103使字第0224號,政治大學用地(公共設施用地),898137,100建字第0305號,5,0,1,3045.3,23857.0,1,21.2,3454.98,新建,1,1,RC造、鋼骨造,538473.25,2014-09-12,2014-04-18,,2013-04-03,0
103使字第0225號,住3,589.86,097建字第0349號,7,,1,461.87,2018.0,1,22.5,247.52,新建,24,1,RC造,342.16,2014-09-12,2014-05-22,,2009-05-15,0
103使字第0226號,住3,510,101建字第0105號,7,0,2,349.81,2226.0,1,22.83,227.36,新建,12,1,RC造,280.5,2014-09-12,2014-02-14,,2012-07-26,0
103使字第0227號,住3,359,102建字第0131號,5,0,0,0,547.0,1,15.6,161.49,新建,2,1,RC造,197.51,2014-09-12,2014-08-04,,2013-06-19,0
103使字第0228號,特定專用區(一)(供特定商業使用),281.75,098建字第0168號,3,0,0,0,387.0,1,14.35,238.86,修建,2,1,磚造、加強磚造,56.63,2014-09-12,2011-09-28,,2009-10-07,14.44
103使字第0229號,住3,182,102建字第0072號,1,0,0,0,173.0,1,6.2,68.76,新建,1,1,鋼骨造,113.24,2014-09-12,2014-08-26,,2013-07-19,0
103使字第0230號,學校用地,342505.77,100建字第0226號,5,0,0,0,270.0,1,19.95,36810.71,增建,1,1,輕型鋼架造,305852.17,2014-09-15,2012-04-25,,2011-09-22,0
103使字第0231號,住3,422,100建字第0342號,7,0,2,189.88,1825.0,1,22,189.76,新建,15,1,RC造,232.1,2014-09-16,2014-03-28,,2012-11-19,0
103使字第0232號,住2,2995,097建字第0250號,5,0,2,0,5571.0,1,17.5,1045.81,新建,26,10,RC造,1948.63,2014-09-17,2013-07-30,,2008-09-08,0
103使字第0233號,敦化南北路特定專用區(B區)(原屬住三及住三之二),1079.44,099建字第0462號,22,0,6,770.43,26245.0,1,78.55,674.76,新建,22,1,鋼骨造,539.72,2014-09-17,2014-06-26,,2011-04-12,142.56
103使字第0234號,第二種住宅區,476,101建字第0245號,5,0,1,198.51,666.0,1,17.2,163.79,新建,14,1,RC造,312.21,2014-09-17,2014-04-03,,2012-11-09,0
103使字第0235號,第三種商業區,178.15,101建字第0233號,4,0,0,0,401.0,1,16.52,131.91,修建,1,1,加強磚造,62.35,2014-09-18,2014-06-17,,2013-04-23,46.85
103使字第0236號,住3,1681,102建字第0232號,5,751.8,0,0,1339.0,1,15.6,751.8,新建,3,1,RC造,929.2,2014-09-19,2014-06-10,,2013-09-13,0
103使字第0237號,住3,580,100建字第0167號,10,0,2,505.12,3317.0,1,41.4,260.83,新建,14,1,RC造,319,2014-09-23,2014-05-30,,2011-10-04,0
103使字第0238號,保護區,2980,099建字第0116號,3,0,1,0,572.0,1,10.5,164.77,新建,1,1,RC造,2682,2014-09-23,2013-01-22,,2010-12-30,0
103使字第0239號,科技工業區(D區),4170.24,099建字第0438號,8,0,3,2084.84,20189.0,1,30,1664.43,新建,10,1,RC造,2502.14,2014-09-25,2014-08-05,,2011-07-27,0
103使字第0240號,第三種住宅,140,102建字第0162號,5,0,0,0,274.0,1,15.15,62.92,新建,4,1,RC造,77,2014-09-25,2014-04-14,,2010-02-26,0
103使字第0241號,工2,3450,102建字第0089號,2,0,0,0,1913.0,4,6.9,1511.74,新建,1,4,鋼骨造,1897.5,2014-09-26,2014-04-14,,2013-05-02,0
103使字第0242號,第三種商業區(原屬第三之一種住宅區)、第三種商業區(原屬第三種住宅區),1267.71,100建字第0298號,14,0,4,585.73,15465.0,1,49.1,458.91,新建,40,1,RC造,699.69,2014-09-26,2014-07-09,,2012-04-20,108.29
103使字第0243號,第三種住宅,283,101建字第0137號,10,0,2,0,1713.0,1,42.9,123.22,新建,16,1,RC造,155.65,2014-09-26,2014-07-30,,2012-12-13,0
103使字第0244號,住宅區,398,101建字第0179號,7,0,3,215.49,1825.0,1,29.35,159.15,新建,7,1,RC造,238.8,2014-09-29,2014-07-04,,2012-12-28,0
103使字第0245號,國小用地(公共設施用地),24717,101建字第0113號,2,0,0,0,390.0,1,7.4,922.98,增建,1,1,RC造,15945.19,2014-09-30,2013-10-08,,2012-06-13,0
103使字第0246號,第三種工業區,37151.92,099建字第0305號,16,0,3,62764.8,360072.0,19,69.95,14503.3,新建,123,19,RC造、鋼骨造,16718.36,2014-09-30,2014-03-31,,2011-03-23,0
103使字第0247號,第三種商業區（原屬第二種商業區及第三種住宅區）,208,101建字第0043號,9,0,2,124.63,1362.0,1,33.2,110.78,新建,15,1,RC造,97.22,2014-10-01,2014-07-11,,2012-10-29,0
103使字第0248號,住宅區(供商務住宅使用),7644.83,099建字第0248號,21,0,4,3736.73,62838.0,1,76.7,2845.79,新建,148,3,RC造,4204.66,2014-03-06,2013-12-27,,2011-03-18,0
103使字第0249號,汽車修護展售工業區,1195.15,102建字第0159號,2,0,0,0,865.0,1,8.8,406.49,新建,1,1,鋼骨造,657.33,2014-10-02,2014-07-09,,2013-08-12,0
103使字第0250號,第二種住宅區,300.26,098建字第0201號,5,0,0,0,435.0,1,17,104.73,新建,4,1,RC造,195.53,2014-10-02,2013-01-25,,2010-01-25,0
103使字第0251號,住宅區(供商務住宅使用),1372.66,101建字第0210號,10,0,2,754.49,8421.0,1,35.45,610.03,新建,72,2,RC造,754.96,2014-10-02,2014-07-25,,2013-01-25,0
103使字第0252號,商1,250.19,101建字第0039號,11,0,2,108.34,2206.0,1,36,108.34,新建,12,1,RC造,141.85,2014-10-03,2014-05-19,,2012-08-16,0
103使字第0253號,住3,1436,099建字第0198號,16,,5,904.64,15416.0,1,55.5,622.24,新建,22,1,鋼骨RC造,789.8,2014-10-06,2014-08-18,,2011-02-24,0
103使字第0254號,住3－1,270,100建字第0136號,10,0,3,184.83,2074.0,1,39.2,120.94,新建,18,1,RC造,148.5,2014-10-07,2014-06-26,,2011-12-01,0
103使字第0255號,住宅區,759.66,065建木字第0045號,4,,1,,18.0,1,13.55,392.824,新建,16,1,RC造,366.844,2014-10-13,2014-07-06,,1976-07-19,
103使字第0256號,住3,158.1,101建字第0300號,4,0,0,0,169.0,1,14.72,11.93,增建,4,1,鋼骨RC造,86.96,2014-10-13,2014-05-02,,2013-05-10,29.9
103使字第0257號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),708.4,098建字第0421號,3,0,0,0,897.0,3,13.85,490.02,修建,3,3,RC造、磚造,205.72,2014-10-14,2012-04-16,,2010-04-12,58.6
103使字第0258號,一般住宅區,3516.05,101建字第0208號,14,0,4,0,27272.0,1,48.5,1202.65,新建,72,2,RC造,2285.43,2014-10-20,2014-09-18,,2012-10-01,0
103使字第0259號,敦化南北路特定專用區(A區)(原屬第四及第四之一種住宅區),1546.36,100建字第0281號,17,0,4,1277.03,31996.0,1,,870.93,新建,16,1,鋼骨造,602.7,2014-10-21,2014-08-22,78,2011-12-15,175.64
103使字第0260號,一般住宅區,1492.67,101建字第0140號,13,0,4,670.72,11391.0,1,46.7,519.61,新建,23,1,RC造,970.24,2014-10-22,2014-05-20,,2012-07-18,0
103使字第0261號,住3,4924,100建字第0051號,14,0,3,3398.5,43637.0,2,45.76,2186.29,新建,161,1,RC造,2708.2,2014-10-23,2014-07-24,,2011-04-20,0
103使字第0262號,國中用地(公共設施用地),21551,101建字第0325號,4,0,1,294.2,7085.0,1,15,7046.72,新建,1,4,RC造,0,2014-10-23,2013-11-07,,,0
103使字第0263號,住3,202,101建字第0022號,7,0,2,99.63,939.0,1,24.3,90.9,新建,13,1,RC造,111.1,2014-10-23,2014-06-10,,2012-10-23,0
103使字第0264號,住2,2073,100建字第0335號,4,0,2,0,4307.0,2,16.6,722.09,新建,18,5,RC造,1350.91,2014-10-23,2014-05-26,,2012-03-09,0
103使字第0265號,公園用地(公共設施用地),6428,100建字第0018號,1,0,4,0,7840.0,1,4.35,249.01,新建,3,1,RC造,5463.8,2014-10-24,2020-07-04,,2011-07-12,0
103使字第0266號,住宅用地[民生社區特定專用區],805.1,102建字第0336號,4,0,0,0,14.0,1,2.61,20.84,增建,16,1,輕鋼架造,0,2014-10-28,2014-06-25,,2014-01-21,0
103使字第0267號,住3,297,100建字第0182號,7,0,1,165.67,1235.0,1,26,133.6,新建,20,1,RC造,163.35,2014-10-28,2014-08-04,,2011-09-28,0
103使字第0268號,特定專用區(三)(供特定住宅使用)、特定專用區(四)(供河濱住宅使用),229.76,098建字第0211號,3,0,0,0,231.0,2,12.78,135.51,新建,2,2,RC造,91.9,2014-10-28,2011-12-08,,2010-02-01,16.24
103使字第0269號,住3,465,099建字第0159號,7,0,1,397.61,1858.0,1,23.6,209.24,新建,12,1,RC造,255.75,2014-10-28,2014-01-24,,2011-01-19,0
103使字第0270號,商業區（供商務設施使用）,17311.72,098建字第0166號,20,0,5,10178.39,206623.0,1,99.4,8907.4,新建,4,2,鋼骨造、RC造,6021.02,2014-10-29,2014-07-18,,2009-05-01,0
103使字第0271號,商三特(商二),496.87,100建字第0180號,15,0,4,442.2,10103.0,1,49.75,343.97,新建,70,1,RC造,185.48,2014-10-29,2014-09-18,,2012-05-21,86.13
103使字第0272號,住3－2、住3,1390.37,101建字第0016號,20,0,5,1007.99,29172.0,1,68.9,623.9,新建,38,1,鋼骨造,764.7,2014-10-29,2014-08-04,,2012-03-21,0
103使字第0273號,第三種住宅,1233.74,098建字第0310號,14,0,4,1024.13,13679.0,1,49.7,501.09,新建,25,1,RC造,678.56,2014-10-29,2014-06-26,,2010-04-26,0
103使字第0274號,商3,502.01,101建字第0283號,13,0,2,501.78,8083.0,1,42.9,290.27,新建,50,1,RC造,175.7,2014-10-29,2014-08-21,,2013-01-11,137.99
103使字第0275號,住3,310,101建字第0032號,7,0,2,191.29,1325.0,1,20.6,139.18,新建,11,1,RC造,170.72,2014-10-30,2014-09-10,,2012-11-01,0
103使字第0276號,住3,2863,102建字第0258號,2,0,1,0,421.0,1,6.15,130.72,新建,1,2,RC造,1574.65,2014-10-29,2014-07-17,,2013-12-05,0
103使字第0277號,公園用地(公共設施用地),82177,102建字第0102號,1,191.49,0,0,129.0,2,5.47,191.49,新建,1,2,RC造、輕鋼架造,72315.76,2014-10-30,2014-04-10,,2013-06-05,0
103使字第0278號,商3,95.86,100建字第0041號,11,0,2,114.28,2296.0,1,37,61.33,新建,26,1,鋼骨RC造,33.55,2014-10-31,2014-06-13,,2011-10-31,75.81
103使字第0279號,商三特(商二)、商三特(原住三),582.35,101建字第0183號,15,0,4,538.47,10691.0,1,49.9,448.7,新建,29,1,RC造,221.65,2014-10-31,2014-09-02,,2012-08-20,89.65
103使字第0280號,特定專用區(供特定商業使用),205.7,098建字第0452號,2,0,0,0,438.0,1,10.2,155.54,新建,4,1,RC造,43.63,2014-11-03,2011-09-16,,2009-12-17,144.3
103使字第0281號,住4,3769,098建字第0402號,23,0,4,2636.59,36808.0,1,74.6,1023.79,新建,95,1,鋼骨RC造,2745.21,2014-11-07,2014-08-15,,2009-11-23,0
103使字第0282號,住2,3629.43,101建字第0168號,5,0,1,0,13837.0,1,17.5,1270.26,新建,28,2,鋼骨造,2359.13,2014-11-12,2014-08-21,,2012-11-19,0
103使字第0283號,住3,405,101建字第0155號,6,0,2,226.74,1886.0,1,18.6,199.72,新建,11,1,RC造,205.28,2014-11-13,2014-09-24,,2012-10-15,0
103使字第0284號,住2,6389.58,101建字第0316號,5,0,3,0,15695.0,3,17.3,2236.14,新建,141,4,RC造,4152.82,2014-11-13,2014-09-18,,2013-01-25,0
103使字第0285號,商四特(原屬商三),193,100建字第0302號,7,0,2,139.55,1217.0,1,25.3,135.1,新建,11,1,RC造,67.56,2014-11-13,2014-08-28,,2012-04-10,0
103使字第0286號,科技工業區(C區),4321.66,102建字第0078號,6,0,2,2157.14,15163.0,2,26.3,2157.14,新建,2,2,RC造,2160.83,2014-11-17,2014-10-02,,2013-04-23,0
103使字第0287號,住4-1(特),339,098建字第0259號,10,0,3,272.63,3634.0,1,36.3,168.51,新建,14,1,RC造、鋼骨造,170.49,2014-11-17,2014-07-31,,2010-02-08,0
103使字第0288號,住4,195,099建字第0339號,2,0,0,0,194.0,1,9.5,96.66,新建,1,1,RC造、鋼骨造,97.54,2014-11-19,2013-11-14,,2011-05-17,0
103使字第0289號,娛樂區(供娛樂健身用),4346.82,102建字第0117號,10,0,3,0,234.0,1,39.9,1958.23,增建,1,1,RC造,2452.94,2014-11-19,2014-04-14,,2013-06-06,206.16
103使字第0290號,住3,3021.76,102建字第0109號,9,0,4,1661.94,18134.0,1,28,1319.53,新建,62,2,RC造,1961.97,2014-11-19,2014-09-18,,2013-05-13,0
103使字第0291號,商一(原屬住三),1048.3,100建字第0209號,14,0,4,1106.75,14542.0,1,49.3,471.7,新建,44,1,RC造,576.57,2014-11-21,2014-07-24,,2011-11-11,155.7
103使字第0292號,商四特(原屬商三),233.17,101建字第0236號,9,0,3,159.02,3346.0,0,26.5,160.97,新建,18,1,RC造,86.7,2014-11-24,2014-07-25,,2012-10-22,55.83
103使字第0293號,辦公服務區,7143.9,097建字第0516號,12,0,4,3527.08,71957.0,2,48.1,2857.56,新建,112,2,鋼骨造,4286.34,2014-11-24,2014-09-22,,2009-10-12,0
103使字第0294號,住4,834,101建字第0190號,11,0,3,625.4,6146.0,1,40.7,415.15,新建,2,1,RC造,417,2014-11-25,2014-09-24,,2013-04-16,0
103使字第0295號,學校用地,25877,099建字第0352號,1,4047.38,2,0,6785.0,1,9.95,8109.85,新建,2,1,RC造,15526.2,2014-11-25,2014-06-27,,2011-01-24,0
103使字第0296號,第二種工業區,522,100建字第0235號,3,0,0,0,611.0,1,10.05,234.9,新建,3,1,RC造,287.1,2014-11-25,2013-12-27,,2012-06-13,0
103使字第0297號,機關用地,1958,101建字第0170號,6,0,2,1515.82,5408.0,0,23,1135.62,增建,6,1,RC造,783.2,2014-11-27,2014-10-16,,2012-12-28,0
103使字第0298號,住3,468,101建字第0160號,7,0,2,389.64,2085.0,1,27.1,210.43,新建,6,1,RC造,257.4,2014-12-01,2014-09-30,,2013-04-02,0
